application_date,segment,branch_id,state,zone,case_count
2017-06-05,1,1.0,WEST BENGAL,EAST,133.0
2017-06-06,1,1.0,WEST BENGAL,EAST,18.0
2017-06-07,1,1.0,WEST BENGAL,EAST,113.0
2017-06-08,1,1.0,WEST BENGAL,EAST,98.0
2017-06-09,1,1.0,WEST BENGAL,EAST,157.0
2017-06-10,1,1.0,WEST BENGAL,EAST,147.0
2017-06-11,1,1.0,WEST BENGAL,EAST,73.0
2017-06-12,1,1.0,WEST BENGAL,EAST,177.0
2017-06-13,1,1.0,WEST BENGAL,EAST,152.0
2017-06-14,1,1.0,WEST BENGAL,EAST,179.0
2017-06-15,1,1.0,WEST BENGAL,EAST,157.0
2017-06-16,1,1.0,WEST BENGAL,EAST,161.0
2017-06-17,1,1.0,WEST BENGAL,EAST,182.0
2017-06-18,1,1.0,WEST BENGAL,EAST,92.0
2017-06-19,1,1.0,WEST BENGAL,EAST,209.0
2017-06-20,1,1.0,WEST BENGAL,EAST,183.0
2017-06-21,1,1.0,WEST BENGAL,EAST,236.0
2017-06-22,1,1.0,WEST BENGAL,EAST,222.0
2017-06-23,1,1.0,WEST BENGAL,EAST,258.0
2017-06-24,1,1.0,WEST BENGAL,EAST,323.0
2017-06-25,1,1.0,WEST BENGAL,EAST,297.0
2017-06-26,1,1.0,WEST BENGAL,EAST,147.0
2017-06-27,1,1.0,WEST BENGAL,EAST,172.0
2017-06-28,1,1.0,WEST BENGAL,EAST,189.0
2017-06-29,1,1.0,WEST BENGAL,EAST,187.0
2017-06-30,1,1.0,WEST BENGAL,EAST,730.0
2017-07-01,1,1.0,WEST BENGAL,EAST,107.0
2017-07-02,1,1.0,WEST BENGAL,EAST,0.0
2017-07-05,1,1.0,WEST BENGAL,EAST,106.0
2017-07-06,1,1.0,WEST BENGAL,EAST,8.0
2017-07-07,1,1.0,WEST BENGAL,EAST,40.0
2017-07-10,1,1.0,WEST BENGAL,EAST,147.0
2017-07-11,1,1.0,WEST BENGAL,EAST,108.0
2017-07-12,1,1.0,WEST BENGAL,EAST,108.0
2017-07-13,1,1.0,WEST BENGAL,EAST,95.0
2017-07-14,1,1.0,WEST BENGAL,EAST,116.0
2017-07-15,1,1.0,WEST BENGAL,EAST,86.0
2017-07-16,1,1.0,WEST BENGAL,EAST,60.0
2017-07-17,1,1.0,WEST BENGAL,EAST,133.0
2017-07-18,1,1.0,WEST BENGAL,EAST,124.0
2017-07-19,1,1.0,WEST BENGAL,EAST,142.0
2017-07-20,1,1.0,WEST BENGAL,EAST,87.0
2017-07-21,1,1.0,WEST BENGAL,EAST,107.0
2017-07-22,1,1.0,WEST BENGAL,EAST,64.0
2017-07-23,1,1.0,WEST BENGAL,EAST,41.0
2017-07-24,1,1.0,WEST BENGAL,EAST,77.0
2017-07-25,1,1.0,WEST BENGAL,EAST,79.0
2017-07-26,1,1.0,WEST BENGAL,EAST,111.0
2017-07-27,1,1.0,WEST BENGAL,EAST,75.0
2017-07-28,1,1.0,WEST BENGAL,EAST,101.0
2017-07-29,1,1.0,WEST BENGAL,EAST,85.0
2017-07-30,1,1.0,WEST BENGAL,EAST,75.0
2017-07-31,1,1.0,WEST BENGAL,EAST,716.0
2017-08-01,1,1.0,WEST BENGAL,EAST,59.0
2017-08-03,1,1.0,WEST BENGAL,EAST,1.0
2017-08-04,1,1.0,WEST BENGAL,EAST,0.0
2017-08-05,1,1.0,WEST BENGAL,EAST,1.0
2017-08-06,1,1.0,WEST BENGAL,EAST,0.0
2017-08-07,1,1.0,WEST BENGAL,EAST,167.0
2017-08-08,1,1.0,WEST BENGAL,EAST,136.0
2017-08-09,1,1.0,WEST BENGAL,EAST,108.0
2017-08-10,1,1.0,WEST BENGAL,EAST,130.0
2017-08-11,1,1.0,WEST BENGAL,EAST,146.0
2017-08-12,1,1.0,WEST BENGAL,EAST,125.0
2017-08-13,1,1.0,WEST BENGAL,EAST,78.0
2017-08-14,1,1.0,WEST BENGAL,EAST,202.0
2017-08-15,1,1.0,WEST BENGAL,EAST,66.0
2017-08-16,1,1.0,WEST BENGAL,EAST,202.0
2017-08-17,1,1.0,WEST BENGAL,EAST,136.0
2017-08-18,1,1.0,WEST BENGAL,EAST,142.0
2017-08-19,1,1.0,WEST BENGAL,EAST,138.0
2017-08-20,1,1.0,WEST BENGAL,EAST,113.0
2017-08-21,1,1.0,WEST BENGAL,EAST,179.0
2017-08-22,1,1.0,WEST BENGAL,EAST,170.0
2017-08-23,1,1.0,WEST BENGAL,EAST,186.0
2017-08-24,1,1.0,WEST BENGAL,EAST,154.0
2017-08-25,1,1.0,WEST BENGAL,EAST,195.0
2017-08-26,1,1.0,WEST BENGAL,EAST,150.0
2017-08-27,1,1.0,WEST BENGAL,EAST,131.0
2017-08-28,1,1.0,WEST BENGAL,EAST,218.0
2017-08-29,1,1.0,WEST BENGAL,EAST,145.0
2017-08-30,1,1.0,WEST BENGAL,EAST,207.0
2017-08-31,1,1.0,WEST BENGAL,EAST,1397.0
2017-09-04,1,1.0,WEST BENGAL,EAST,3.0
2017-09-05,1,1.0,WEST BENGAL,EAST,109.0
2017-09-07,1,1.0,WEST BENGAL,EAST,103.0
2017-09-08,1,1.0,WEST BENGAL,EAST,225.0
2017-09-09,1,1.0,WEST BENGAL,EAST,185.0
2017-09-10,1,1.0,WEST BENGAL,EAST,202.0
2017-09-11,1,1.0,WEST BENGAL,EAST,263.0
2017-09-12,1,1.0,WEST BENGAL,EAST,259.0
2017-09-13,1,1.0,WEST BENGAL,EAST,254.0
2017-09-14,1,1.0,WEST BENGAL,EAST,311.0
2017-09-15,1,1.0,WEST BENGAL,EAST,362.0
2017-09-16,1,1.0,WEST BENGAL,EAST,299.0
2017-09-17,1,1.0,WEST BENGAL,EAST,135.0
2017-09-18,1,1.0,WEST BENGAL,EAST,342.0
2017-09-19,1,1.0,WEST BENGAL,EAST,325.0
2017-09-20,1,1.0,WEST BENGAL,EAST,335.0
2017-09-21,1,1.0,WEST BENGAL,EAST,303.0
2017-09-22,1,1.0,WEST BENGAL,EAST,339.0
2017-09-23,1,1.0,WEST BENGAL,EAST,350.0
2017-09-24,1,1.0,WEST BENGAL,EAST,416.0
2017-09-25,1,1.0,WEST BENGAL,EAST,424.0
2017-09-26,1,1.0,WEST BENGAL,EAST,526.0
2017-09-27,1,1.0,WEST BENGAL,EAST,311.0
2017-09-28,1,1.0,WEST BENGAL,EAST,96.0
2017-09-29,1,1.0,WEST BENGAL,EAST,39.0
2017-09-30,1,1.0,WEST BENGAL,EAST,1417.0
2017-10-01,1,1.0,WEST BENGAL,EAST,22.0
2017-10-02,1,1.0,WEST BENGAL,EAST,3.0
2017-10-03,1,1.0,WEST BENGAL,EAST,3.0
2017-10-04,1,1.0,WEST BENGAL,EAST,5.0
2017-10-05,1,1.0,WEST BENGAL,EAST,8.0
2017-10-06,1,1.0,WEST BENGAL,EAST,2.0
2017-10-07,1,1.0,WEST BENGAL,EAST,2.0
2017-10-08,1,1.0,WEST BENGAL,EAST,8.0
2017-10-09,1,1.0,WEST BENGAL,EAST,87.0
2017-10-10,1,1.0,WEST BENGAL,EAST,137.0
2017-10-11,1,1.0,WEST BENGAL,EAST,275.0
2017-10-12,1,1.0,WEST BENGAL,EAST,218.0
2017-10-13,1,1.0,WEST BENGAL,EAST,249.0
2017-10-14,1,1.0,WEST BENGAL,EAST,235.0
2017-10-15,1,1.0,WEST BENGAL,EAST,243.0
2017-10-16,1,1.0,WEST BENGAL,EAST,406.0
2017-10-17,1,1.0,WEST BENGAL,EAST,428.0
2017-10-18,1,1.0,WEST BENGAL,EAST,392.0
2017-10-19,1,1.0,WEST BENGAL,EAST,277.0
2017-10-20,1,1.0,WEST BENGAL,EAST,134.0
2017-10-21,1,1.0,WEST BENGAL,EAST,58.0
2017-10-22,1,1.0,WEST BENGAL,EAST,112.0
2017-10-23,1,1.0,WEST BENGAL,EAST,215.0
2017-10-24,1,1.0,WEST BENGAL,EAST,191.0
2017-10-25,1,1.0,WEST BENGAL,EAST,190.0
2017-10-26,1,1.0,WEST BENGAL,EAST,149.0
2017-10-27,1,1.0,WEST BENGAL,EAST,201.0
2017-10-28,1,1.0,WEST BENGAL,EAST,160.0
2017-10-29,1,1.0,WEST BENGAL,EAST,109.0
2017-10-30,1,1.0,WEST BENGAL,EAST,200.0
2017-10-31,1,1.0,WEST BENGAL,EAST,1054.0
2017-11-01,1,1.0,WEST BENGAL,EAST,44.0
2017-11-02,1,1.0,WEST BENGAL,EAST,0.0
2017-11-03,1,1.0,WEST BENGAL,EAST,0.0
2017-11-04,1,1.0,WEST BENGAL,EAST,0.0
2017-11-05,1,1.0,WEST BENGAL,EAST,1.0
2017-11-06,1,1.0,WEST BENGAL,EAST,0.0
2017-11-07,1,1.0,WEST BENGAL,EAST,6.0
2017-11-08,1,1.0,WEST BENGAL,EAST,111.0
2017-11-09,1,1.0,WEST BENGAL,EAST,127.0
2017-11-10,1,1.0,WEST BENGAL,EAST,129.0
2017-11-11,1,1.0,WEST BENGAL,EAST,124.0
2017-11-12,1,1.0,WEST BENGAL,EAST,82.0
2017-11-13,1,1.0,WEST BENGAL,EAST,158.0
2017-11-14,1,1.0,WEST BENGAL,EAST,132.0
2017-11-15,1,1.0,WEST BENGAL,EAST,79.0
2017-11-16,1,1.0,WEST BENGAL,EAST,93.0
2017-11-17,1,1.0,WEST BENGAL,EAST,115.0
2017-11-18,1,1.0,WEST BENGAL,EAST,123.0
2017-11-19,1,1.0,WEST BENGAL,EAST,239.0
2017-11-20,1,1.0,WEST BENGAL,EAST,0.0
2017-11-21,1,1.0,WEST BENGAL,EAST,139.0
2017-11-22,1,1.0,WEST BENGAL,EAST,126.0
2017-11-23,1,1.0,WEST BENGAL,EAST,123.0
2017-11-24,1,1.0,WEST BENGAL,EAST,124.0
2017-11-25,1,1.0,WEST BENGAL,EAST,115.0
2017-11-26,1,1.0,WEST BENGAL,EAST,71.0
2017-11-27,1,1.0,WEST BENGAL,EAST,131.0
2017-11-28,1,1.0,WEST BENGAL,EAST,111.0
2017-11-29,1,1.0,WEST BENGAL,EAST,140.0
2017-11-30,1,1.0,WEST BENGAL,EAST,449.0
2017-12-01,1,1.0,WEST BENGAL,EAST,0.0
2017-12-02,1,1.0,WEST BENGAL,EAST,0.0
2017-12-03,1,1.0,WEST BENGAL,EAST,11.0
2017-12-04,1,1.0,WEST BENGAL,EAST,114.0
2017-12-05,1,1.0,WEST BENGAL,EAST,141.0
2017-12-06,1,1.0,WEST BENGAL,EAST,127.0
2017-12-07,1,1.0,WEST BENGAL,EAST,106.0
2017-12-08,1,1.0,WEST BENGAL,EAST,136.0
2017-12-09,1,1.0,WEST BENGAL,EAST,107.0
2017-12-10,1,1.0,WEST BENGAL,EAST,52.0
2017-12-11,1,1.0,WEST BENGAL,EAST,174.0
2017-12-12,1,1.0,WEST BENGAL,EAST,162.0
2017-12-13,1,1.0,WEST BENGAL,EAST,166.0
2017-12-14,1,1.0,WEST BENGAL,EAST,145.0
2017-12-15,1,1.0,WEST BENGAL,EAST,165.0
2017-12-16,1,1.0,WEST BENGAL,EAST,90.0
2017-12-17,1,1.0,WEST BENGAL,EAST,105.0
2017-12-18,1,1.0,WEST BENGAL,EAST,236.0
2017-12-19,1,1.0,WEST BENGAL,EAST,163.0
2017-12-20,1,1.0,WEST BENGAL,EAST,216.0
2017-12-21,1,1.0,WEST BENGAL,EAST,104.0
2017-12-22,1,1.0,WEST BENGAL,EAST,84.0
2017-12-23,1,1.0,WEST BENGAL,EAST,144.0
2017-12-24,1,1.0,WEST BENGAL,EAST,98.0
2017-12-25,1,1.0,WEST BENGAL,EAST,120.0
2017-12-26,1,1.0,WEST BENGAL,EAST,178.0
2017-12-27,1,1.0,WEST BENGAL,EAST,160.0
2017-12-28,1,1.0,WEST BENGAL,EAST,156.0
2017-12-29,1,1.0,WEST BENGAL,EAST,210.0
2017-12-30,1,1.0,WEST BENGAL,EAST,174.0
2017-12-31,1,1.0,WEST BENGAL,EAST,925.0
2018-01-01,1,1.0,WEST BENGAL,EAST,81.0
2018-01-02,1,1.0,WEST BENGAL,EAST,0.0
2018-01-03,1,1.0,WEST BENGAL,EAST,0.0
2018-01-04,1,1.0,WEST BENGAL,EAST,0.0
2018-01-05,1,1.0,WEST BENGAL,EAST,130.0
2018-01-06,1,1.0,WEST BENGAL,EAST,89.0
2018-01-08,1,1.0,WEST BENGAL,EAST,0.0
2018-01-09,1,1.0,WEST BENGAL,EAST,125.0
2018-01-10,1,1.0,WEST BENGAL,EAST,133.0
2018-01-11,1,1.0,WEST BENGAL,EAST,117.0
2018-01-12,1,1.0,WEST BENGAL,EAST,148.0
2018-01-13,1,1.0,WEST BENGAL,EAST,123.0
2018-01-14,1,1.0,WEST BENGAL,EAST,113.0
2018-01-15,1,1.0,WEST BENGAL,EAST,176.0
2018-01-16,1,1.0,WEST BENGAL,EAST,161.0
2018-01-17,1,1.0,WEST BENGAL,EAST,176.0
2018-01-18,1,1.0,WEST BENGAL,EAST,131.0
2018-01-19,1,1.0,WEST BENGAL,EAST,195.0
2018-01-20,1,1.0,WEST BENGAL,EAST,178.0
2018-01-21,1,1.0,WEST BENGAL,EAST,148.0
2018-01-22,1,1.0,WEST BENGAL,EAST,143.0
2018-01-23,1,1.0,WEST BENGAL,EAST,188.0
2018-01-24,1,1.0,WEST BENGAL,EAST,151.0
2018-01-25,1,1.0,WEST BENGAL,EAST,128.0
2018-01-26,1,1.0,WEST BENGAL,EAST,67.0
2018-01-27,1,1.0,WEST BENGAL,EAST,129.0
2018-01-28,1,1.0,WEST BENGAL,EAST,105.0
2018-01-29,1,1.0,WEST BENGAL,EAST,163.0
2018-01-30,1,1.0,WEST BENGAL,EAST,162.0
2018-01-31,1,1.0,WEST BENGAL,EAST,667.0
2018-02-01,1,1.0,WEST BENGAL,EAST,65.0
2018-02-02,1,1.0,WEST BENGAL,EAST,0.0
2018-02-03,1,1.0,WEST BENGAL,EAST,0.0
2018-02-05,1,1.0,WEST BENGAL,EAST,167.0
2018-02-06,1,1.0,WEST BENGAL,EAST,185.0
2018-02-07,1,1.0,WEST BENGAL,EAST,176.0
2018-02-08,1,1.0,WEST BENGAL,EAST,127.0
2018-02-09,1,1.0,WEST BENGAL,EAST,176.0
2018-02-10,1,1.0,WEST BENGAL,EAST,153.0
2018-02-11,1,1.0,WEST BENGAL,EAST,106.0
2018-02-12,1,1.0,WEST BENGAL,EAST,179.0
2018-02-13,1,1.0,WEST BENGAL,EAST,195.0
2018-02-14,1,1.0,WEST BENGAL,EAST,227.0
2018-02-15,1,1.0,WEST BENGAL,EAST,144.0
2018-02-16,1,1.0,WEST BENGAL,EAST,194.0
2018-02-17,1,1.0,WEST BENGAL,EAST,145.0
2018-02-18,1,1.0,WEST BENGAL,EAST,123.0
2018-02-19,1,1.0,WEST BENGAL,EAST,149.0
2018-02-20,1,1.0,WEST BENGAL,EAST,156.0
2018-02-21,1,1.0,WEST BENGAL,EAST,184.0
2018-02-22,1,1.0,WEST BENGAL,EAST,157.0
2018-02-23,1,1.0,WEST BENGAL,EAST,194.0
2018-02-24,1,1.0,WEST BENGAL,EAST,164.0
2018-02-25,1,1.0,WEST BENGAL,EAST,125.0
2018-02-26,1,1.0,WEST BENGAL,EAST,211.0
2018-02-27,1,1.0,WEST BENGAL,EAST,176.0
2018-02-28,1,1.0,WEST BENGAL,EAST,715.0
2018-03-01,1,1.0,WEST BENGAL,EAST,2.0
2018-03-03,1,1.0,WEST BENGAL,EAST,0.0
2018-03-05,1,1.0,WEST BENGAL,EAST,241.0
2018-03-06,1,1.0,WEST BENGAL,EAST,180.0
2018-03-07,1,1.0,WEST BENGAL,EAST,178.0
2018-03-08,1,1.0,WEST BENGAL,EAST,169.0
2018-03-09,1,1.0,WEST BENGAL,EAST,201.0
2018-03-10,1,1.0,WEST BENGAL,EAST,172.0
2018-03-11,1,1.0,WEST BENGAL,EAST,136.0
2018-03-12,1,1.0,WEST BENGAL,EAST,243.0
2018-03-13,1,1.0,WEST BENGAL,EAST,217.0
2018-03-14,1,1.0,WEST BENGAL,EAST,221.0
2018-03-15,1,1.0,WEST BENGAL,EAST,158.0
2018-03-16,1,1.0,WEST BENGAL,EAST,225.0
2018-03-17,1,1.0,WEST BENGAL,EAST,173.0
2018-03-18,1,1.0,WEST BENGAL,EAST,166.0
2018-03-19,1,1.0,WEST BENGAL,EAST,244.0
2018-03-20,1,1.0,WEST BENGAL,EAST,220.0
2018-03-21,1,1.0,WEST BENGAL,EAST,197.0
2018-03-22,1,1.0,WEST BENGAL,EAST,196.0
2018-03-23,1,1.0,WEST BENGAL,EAST,214.0
2018-03-24,1,1.0,WEST BENGAL,EAST,200.0
2018-03-25,1,1.0,WEST BENGAL,EAST,183.0
2018-03-26,1,1.0,WEST BENGAL,EAST,249.0
2018-03-27,1,1.0,WEST BENGAL,EAST,209.0
2018-03-28,1,1.0,WEST BENGAL,EAST,255.0
2018-03-29,1,1.0,WEST BENGAL,EAST,187.0
2018-03-30,1,1.0,WEST BENGAL,EAST,233.0
2018-03-31,1,1.0,WEST BENGAL,EAST,1657.0
2018-04-01,1,1.0,WEST BENGAL,EAST,0.0
2018-04-02,1,1.0,WEST BENGAL,EAST,0.0
2018-04-03,1,1.0,WEST BENGAL,EAST,0.0
2018-04-04,1,1.0,WEST BENGAL,EAST,0.0
2018-04-05,1,1.0,WEST BENGAL,EAST,0.0
2018-04-06,1,1.0,WEST BENGAL,EAST,0.0
2018-04-07,1,1.0,WEST BENGAL,EAST,0.0
2018-04-08,1,1.0,WEST BENGAL,EAST,4.0
2018-04-09,1,1.0,WEST BENGAL,EAST,405.0
2018-04-10,1,1.0,WEST BENGAL,EAST,3.0
2018-04-11,1,1.0,WEST BENGAL,EAST,256.0
2018-04-12,1,1.0,WEST BENGAL,EAST,198.0
2018-04-13,1,1.0,WEST BENGAL,EAST,232.0
2018-04-14,1,1.0,WEST BENGAL,EAST,241.0
2018-04-15,1,1.0,WEST BENGAL,EAST,348.0
2018-04-16,1,1.0,WEST BENGAL,EAST,278.0
2018-04-17,1,1.0,WEST BENGAL,EAST,231.0
2018-04-18,1,1.0,WEST BENGAL,EAST,224.0
2018-04-19,1,1.0,WEST BENGAL,EAST,195.0
2018-04-20,1,1.0,WEST BENGAL,EAST,207.0
2018-04-21,1,1.0,WEST BENGAL,EAST,167.0
2018-04-22,1,1.0,WEST BENGAL,EAST,147.0
2018-04-23,1,1.0,WEST BENGAL,EAST,228.0
2018-04-24,1,1.0,WEST BENGAL,EAST,209.0
2018-04-25,1,1.0,WEST BENGAL,EAST,220.0
2018-04-26,1,1.0,WEST BENGAL,EAST,188.0
2018-04-27,1,1.0,WEST BENGAL,EAST,199.0
2018-04-28,1,1.0,WEST BENGAL,EAST,183.0
2018-04-29,1,1.0,WEST BENGAL,EAST,164.0
2018-04-30,1,1.0,WEST BENGAL,EAST,305.0
2018-05-01,1,1.0,WEST BENGAL,EAST,1.0
2018-05-02,1,1.0,WEST BENGAL,EAST,208.0
2018-05-03,1,1.0,WEST BENGAL,EAST,184.0
2018-05-04,1,1.0,WEST BENGAL,EAST,197.0
2018-05-05,1,1.0,WEST BENGAL,EAST,182.0
2018-05-06,1,1.0,WEST BENGAL,EAST,154.0
2018-05-07,1,1.0,WEST BENGAL,EAST,255.0
2018-05-08,1,1.0,WEST BENGAL,EAST,201.0
2018-05-09,1,1.0,WEST BENGAL,EAST,227.0
2018-05-10,1,1.0,WEST BENGAL,EAST,162.0
2018-05-11,1,1.0,WEST BENGAL,EAST,170.0
2018-05-12,1,1.0,WEST BENGAL,EAST,183.0
2018-05-13,1,1.0,WEST BENGAL,EAST,114.0
2018-05-14,1,1.0,WEST BENGAL,EAST,122.0
2018-05-15,1,1.0,WEST BENGAL,EAST,218.0
2018-05-16,1,1.0,WEST BENGAL,EAST,207.0
2018-05-17,1,1.0,WEST BENGAL,EAST,154.0
2018-05-18,1,1.0,WEST BENGAL,EAST,180.0
2018-05-19,1,1.0,WEST BENGAL,EAST,177.0
2018-05-20,1,1.0,WEST BENGAL,EAST,169.0
2018-05-21,1,1.0,WEST BENGAL,EAST,256.0
2018-05-22,1,1.0,WEST BENGAL,EAST,174.0
2018-05-23,1,1.0,WEST BENGAL,EAST,191.0
2018-05-24,1,1.0,WEST BENGAL,EAST,194.0
2018-05-25,1,1.0,WEST BENGAL,EAST,201.0
2018-05-26,1,1.0,WEST BENGAL,EAST,162.0
2018-05-27,1,1.0,WEST BENGAL,EAST,182.0
2018-05-28,1,1.0,WEST BENGAL,EAST,234.0
2018-05-29,1,1.0,WEST BENGAL,EAST,191.0
2018-05-30,1,1.0,WEST BENGAL,EAST,236.0
2018-05-31,1,1.0,WEST BENGAL,EAST,341.0
2018-06-01,1,1.0,WEST BENGAL,EAST,20.0
2018-06-02,1,1.0,WEST BENGAL,EAST,215.0
2018-06-03,1,1.0,WEST BENGAL,EAST,180.0
2018-06-04,1,1.0,WEST BENGAL,EAST,308.0
2018-06-05,1,1.0,WEST BENGAL,EAST,322.0
2018-06-06,1,1.0,WEST BENGAL,EAST,289.0
2018-06-07,1,1.0,WEST BENGAL,EAST,245.0
2018-06-08,1,1.0,WEST BENGAL,EAST,268.0
2018-06-09,1,1.0,WEST BENGAL,EAST,260.0
2018-06-10,1,1.0,WEST BENGAL,EAST,315.0
2018-06-11,1,1.0,WEST BENGAL,EAST,322.0
2018-06-12,1,1.0,WEST BENGAL,EAST,314.0
2018-06-13,1,1.0,WEST BENGAL,EAST,515.0
2018-06-14,1,1.0,WEST BENGAL,EAST,523.0
2018-06-15,1,1.0,WEST BENGAL,EAST,643.0
2018-06-16,1,1.0,WEST BENGAL,EAST,198.0
2018-06-17,1,1.0,WEST BENGAL,EAST,198.0
2018-06-18,1,1.0,WEST BENGAL,EAST,341.0
2018-06-19,1,1.0,WEST BENGAL,EAST,207.0
2018-06-20,1,1.0,WEST BENGAL,EAST,279.0
2018-06-21,1,1.0,WEST BENGAL,EAST,218.0
2018-06-22,1,1.0,WEST BENGAL,EAST,284.0
2018-06-23,1,1.0,WEST BENGAL,EAST,202.0
2018-06-24,1,1.0,WEST BENGAL,EAST,141.0
2018-06-25,1,1.0,WEST BENGAL,EAST,190.0
2018-06-26,1,1.0,WEST BENGAL,EAST,134.0
2018-06-27,1,1.0,WEST BENGAL,EAST,199.0
2018-06-28,1,1.0,WEST BENGAL,EAST,191.0
2018-06-29,1,1.0,WEST BENGAL,EAST,166.0
2018-06-30,1,1.0,WEST BENGAL,EAST,321.0
2018-07-01,1,1.0,WEST BENGAL,EAST,3.0
2018-07-02,1,1.0,WEST BENGAL,EAST,142.0
2018-07-03,1,1.0,WEST BENGAL,EAST,154.0
2018-07-04,1,1.0,WEST BENGAL,EAST,134.0
2018-07-05,1,1.0,WEST BENGAL,EAST,98.0
2018-07-06,1,1.0,WEST BENGAL,EAST,84.0
2018-07-07,1,1.0,WEST BENGAL,EAST,80.0
2018-07-08,1,1.0,WEST BENGAL,EAST,59.0
2018-07-09,1,1.0,WEST BENGAL,EAST,114.0
2018-07-10,1,1.0,WEST BENGAL,EAST,122.0
2018-07-11,1,1.0,WEST BENGAL,EAST,121.0
2018-07-12,1,1.0,WEST BENGAL,EAST,80.0
2018-07-13,1,1.0,WEST BENGAL,EAST,96.0
2018-07-14,1,1.0,WEST BENGAL,EAST,95.0
2018-07-15,1,1.0,WEST BENGAL,EAST,60.0
2018-07-16,1,1.0,WEST BENGAL,EAST,102.0
2018-07-17,1,1.0,WEST BENGAL,EAST,95.0
2018-07-18,1,1.0,WEST BENGAL,EAST,92.0
2018-07-19,1,1.0,WEST BENGAL,EAST,69.0
2018-07-20,1,1.0,WEST BENGAL,EAST,89.0
2018-07-21,1,1.0,WEST BENGAL,EAST,60.0
2018-07-22,1,1.0,WEST BENGAL,EAST,44.0
2018-07-23,1,1.0,WEST BENGAL,EAST,83.0
2018-07-24,1,1.0,WEST BENGAL,EAST,96.0
2018-07-25,1,1.0,WEST BENGAL,EAST,82.0
2018-07-26,1,1.0,WEST BENGAL,EAST,34.0
2018-07-27,1,1.0,WEST BENGAL,EAST,92.0
2018-07-28,1,1.0,WEST BENGAL,EAST,54.0
2018-07-29,1,1.0,WEST BENGAL,EAST,59.0
